[4, 2, 9, 4, 1, 3, 1, -3]
[1, 0, 9, 14, 0, -6, -4, 0]
[-1, 1, 9, 37, -6, 2, -3, -3]
[1, 4, 2, 20, 12, 8, 4, -2]
[-2, -5, -24, 2, -1, -4, -3, -3]
[-4, -3, -1, -21, -2, -4, -3, -4]
[-1, -1, 1, 9, -10, -4, 0, -2]
[-2, -3, 10, -6, 1, -1, 0, 0]
[0, 2, 8, 3, -1, -1, -1, -1]
[-2, -2, -19, 16, 1, 0, 1, -1]
[1, 3, 26, 13, -13, 4, 2, 2]
[1, 3, 32, -28, 2, -1, 0, 1]
[0, -1, -6, -4, 11, 2, 0, 1]
[-7, -10, -24, 16, 7, -8, -5, -7]
[1, 1, -31, 0, 0, -9, -1, 1]
[0, -3, 2, -21, 1, 2, 0, -1]
[-1, 2, 4, -6, 5, 3, 0, -1]
[0, 3, 18, 2, -6, -3, 2, 1]
[-1, -4, 7, -41, -8, -3, -2, -4]
[2, 7, 8, 8, 3, 4, 2, 2]
[1, 2, -38, -36, -3, 2, 0, 1]
[-1, -2, -15, -22, -3, 2, 7, 1]
[-25, -6, -8, 9, 5, 4, 39, -7]
[-1, -1, -13, 11, 1, 1, 1, 2]
[-2, -1, 19, 48, 2, 0, 0, -4]
[3, 1, 22, -12, 0, 1, -7, 1]
[4, 4, 4, -15, 6, 4, 5, 3]
[-2, -6, -32, -32, -7, -3, -8, 0]
[0, -1, 15, 33, 0, 0, 1, -2]
[-2, -3, -15, -5, -6, 1, 4, 0]
[-2, -5, -12, 34, -6, -4, -3, -2]
[2, 2, 8, -13, 0, 0, -7, -1]
[0, -1, 12, -14, -3, -3, -3, -1]
[-1, -1, 2, -34, 0, -2, -5, -1]
[-4, -1, -1, 2, 3, -3, 2, -2]
[1, 3, 11, 18, 4, 8, 2, 0]
[1, -3, -17, 4, 1, -1, 0, -1]
[-2, -4, -6, 3, -9, -5, 0, 1]
[1, -1, 5, 70, 9, -5, 10, 3]
[-4, -3, -5, 12, -1, 0, -3, -2]
[1, 0, 4, 14, -1, -3, -6, -1]
[0, 1, 4, -13, 3, 2, -6, -1]
[-3, -9, -13, -41, -12, -5, 0, -2]
[-15, 0, 8, -1, -2, -4, -9, -1]
[-2, -2, -4, -16, 0, -3, -11, -2]
[1, 3, 1, 9, 7, 2, 2, 3]
[3, -3, -2, -1, 0, 8, -2, -1]
[-7, -8, -44, -40, -10, -5, -5, -3]
[1, -2, 13, -26, -5, -9, -1, 0]
[3, 1, -4, -12, -2, 9, -5, 0]
[-2, -2, -8, 1, -3, -2, 10, 3]
[0, -2, -11, -2, -1, -5, 6, 1]
[3, -3, 4, 11, -2, -7, -5, 0]
[0, -1, 8, 18, 4, 13, 10, 2]
[-1, 1, -7, -8, -3, 0, 5, 1]
[-2, 0, 14, 11, -3, -6, -13, -2]
[3, 0, 9, -6, 1, -2, -17, 1]
[10, 2, 3, 16, 0, 1, 11, 0]
[-21, -3, -6, -4, 1, 3, -4, -4]
[0, 2, 3, 3, -9, 2, 0, 0]
[6, 3, 0, 2, 4, -6, -32, -5]
[-4, 1, 8, 7, -2, -1, 31, 2]
[7, 1, 0, 7, -3, -4, 5, 1]
[4, 2, 8, 1, 3, 0, -53, -3]
[1, -4, -8, -3, -5, -3, -7, -4]
[-3, 4, 7, 7, 5, 8, 40, 0]
[3, 0, -1, -3, -1, -3, 12, 0]
[0, 2, 0, 14, -2, -5, -37, -5]
[-11, 2, 0, -6, 3, 15, 23, 7]
[3, -2, 0, 2, -3, 8, 28, 7]
[-12, 3, 7, 9, 3, -2, -5, -6]
[-5, -3, -2, 0, -2, -4, 24, -80]
[-26, 0, -2, 2, 2, -1, -98, 33]
[-47, 0, -2, -4, -3, -6, 77, 26]
[0, 5, -2, 4, 3, 6, -41, 1]
[7, 1, 6, 2, 1, -4, -38, -59]
[-83, -8, -1, 3, 4, 11, -41, 112]
[26, -3, -4, -1, -6, -8, 97, 102]
[-49, -10, -7, -6, -10, 0, 39, -60]
[-22, 0, 0, 5, 4, -8, -99, -73]
[-67, -17, -12, -9, -2, 41, 101, -29]
[22, -2, -7, 2, -2, -32, -46, -36]
[73, 1, 5, -5, -1, 2, 42, 93]
[-16, 10, 21, 17, 8, 16, 6, 117]
[69, 20, 17, 11, 13, -14, -120, 0]
[52, -5, -20, -10, -10, -16, -53, -59]
[39, -16, 8, 19, 18, 27, 83, 64]
[-15, 6, 14, -9, -9, -40, -74, -59]
[0, 5, 0, 10, -7, -114, -118, 95]
[-20, 16, -63, -14, 5, 65, 42, 49]
[-67, -32, -9, -4, -12, -26, -52, -87]
[-14, -26, -61, -16, -13, -17, -40, 86]
[0, -11, -31, -6, 2, -60, -80, 120]
[-9, 4, -6, -17, -4, 11, -7, -117]
[3, -12, 21, 10, 0, -10, -81, 0]
[-27, -25, 52, 20, -5, 13, 30, -66]
[54, 11, 24, 8, -1, -42, -16, -27]
[96, -1, 5, -2, 0, -12, 23, -60]
[19, 8, -3, -4, -2, 9, -96, -106]
[20, -1, -17, -5, -3, -6, 1, -12]
[-9, 10, 11, 0, 1, 10, -42, -41]
[-65, -14, -11, -15, -4, -6, -22, -47]
[-22, -17, -39, -9, -4, -31, -53, -23]
[-66, -6, 2, 3, -3, -2, 33, 43]
[-5, 5, 0, 5, 4, -12, 44, -15]
[54, 15, 27, 7, -1, -2, 2, 31]
[-12, -10, -24, -20, -4, 0, -19, 52]
[-14, 4, 7, -7, 0, -4, -23, -38]
[5, -3, -7, -4, -2, 7, 30, -15]
[-22, -5, 9, -15, -1, -4, 18, -16]
[-3, -2, -6, -2, -3, -8, -34, -29]
[-36, -1, -2, -7, 0, -3, -11, 12]
[9, 7, 16, 17, 1, -7, 58, 2]
[19, -4, -22, -24, -7, -8, -32, 0]
[7, 1, 15, 9, 2, 10, 49, -63]
[-21, -5, -8, 5, -1, -1, 10, -84]
[-22, -11, -3, -8, -6, -5, -45, 78]
[-28, -1, -11, 1, 0, 3, -4, -5]
[13, -3, -41, -26, 0, 1, -1, -20]
[5, -3, 16, 0, -1, 10, 23, 40]
[-6, -4, 10, 5, -5, -4, -12, -16]
[6, 1, -10, -7, 2, 5, -2, -4]
[48, -1, -1, 1, 0, 4, 19, 72]
[27, 4, 12, 7, 1, -4, -31, -51]
[-11, -4, -10, -1, -4, -5, -25, -40]
[79, 3, 1, 0, 1, 4, -1, -13]
[-1, -4, -14, -6, -4, -7, -17, 0]
[-13, 0, -2, 0, -1, -1, -6, -12]
[-18, -2, -1, -3, 2, -3, -9, -5]
[-6, -2, -6, -3, 8, 1, -12, -2]
[6, -2, -9, -2, 0, -3, 1, -3]
[-14, -2, -1, -3, -29, -17, -9, -7]
[0, -3, -4, -9, 15, 12, 5, 1]
[-11, 0, -2, 7, -11, -9, -6, -3]
[-1, -2, -2, 0, -1, -5, -6, -1]
[-3, -3, -2, -4, -6, -2, 0, -2]
[-4, 0, 1, 0, 0, 2, -3, -1]
[-2, 0, 0, 0, -4, 1, -3, -1]
[-2, -1, 1, -4, 7, 3, -1, -1]
[2, 1, 11, -7, 76, 17, 3, 3]
[-1, -1, 6, 20, 5, 16, 7, 1]
[-4, -4, -23, -25, 10, -3, -2, -1]
[0, 1, -8, -54, -1, 1, 0, 0]
[-3, -2, 22, 22, -7, -7, -4, -4]
[2, 6, 8, 17, 18, 5, 3, 1]
[1, 2, -3, -9, -3, 1, 3, 0]
[0, -2, -7, 10, 0, -3, 3, 1]
[-1, -2, -3, 3, 14, 1, -1, 0]
[-1, -1, 2, -3, -2, -1, -4, -2]
[0, 0, 9, 28, 5, 0, 1, -1]
[-1, 1, 13, -7, 5, 2, -1, 0]
[1, 2, -3, -4, 8, 3, 0, 1]
[-2, -1, -1, -5, 3, 0, -1, 0]
[0, 0, 12, 3, -29, 1, 1, 2]
[0, -1, 10, 21, 7, 1, 1, 0]
[-2, -1, 4, -1, -3, -5, -4, -1]
[0, 1, -5, 10, -12, 1, -1, -1]
[-1, -2, -9, -5, 7, -1, 0, 0]
[-2, 0, -3, -5, 5, -1, -3, 0]
[-1, -1, -7, -5, 6, 1, -2, -2]
[1, 0, 1, 0, -4, -2, -2, -1]
[-1, -2, -3, -2, 3, 0, -1, -2]
[-2, 0, -5, -4, -2, 1, -1, -1]
[0, -1, 3, -5, -2, -1, -3, -2]
[0, 0, -1, 3, -1, -2, -3, -3]
[-2, -3, -1, 1, 3, -4, 0, -1]
[-1, 1, 0, 1, 3, -3, -2, 3]
